session_id,target
1,0.0022962081610061074
2,3.4404181192195136e-09
3,1.1195548912007752e-08
4,1.9673049880637007e-08
5,2.7954739409986185e-05
6,0.00021319070862052482
7,0.0006246597590589366
8,0.00012981253513226425
9,0.0008511347125473329
10,0.10504213235530813
11,2.5906405018192957e-05
12,9.762191894780142e-05
13,0.0003279162098615478
14,0.35566863333298393
15,4.513173581093887e-05
16,0.00437850914141481
17,0.014743871721314371
18,3.0824453312388835e-05
19,0.00088741374893486
20,1.7624472077857084e-07
21,0.05916718971037558
22,9.621994129945902e-08
23,3.127703002832268e-05
24,0.00035503844492393294
25,0.07194665045073531
26,3.6728794520349595e-09
27,0.0006415560302968555
28,2.671845820979896e-07
29,0.014781840052111134
30,8.336800116705202e-05
31,0.013585702569805501
32,0.0431632805098392
33,0.0006999287558617366
34,1.0867984980454011e-07
35,0.013570868301866178
36,0.0003282664184196469
37,7.972843163484154e-09
38,1.0545470056763343e-08
39,8.336800116705202e-05
40,3.095943920701298e-05
41,0.0004587386095486109
42,0.001385929371779341
43,1.8230508023543842e-06
44,1.3893380819589387e-05
45,0.2255309678991782
46,7.977108387217062e-06
47,0.008560770973879066
48,0.0006113476740107087
49,2.6659844168047954e-05
50,9.218145602269293e-06
51,9.855005031694561e-08
52,6.3657325402719575e-06
53,0.03785538814823681
54,6.972667624638103e-05
55,5.3379900587712384e-06
56,0.0020165775184370033
57,1.2923280055678432e-06
58,1.6440163858547873e-05
59,1.1334409116408916e-05
60,5.3133338488299834e-06
61,7.984364495231236e-06
62,0.0014225876123528122
63,9.413093054921766e-06
64,2.8840471971772254e-05
65,5.0422266007730875e-06
66,8.803582859226528e-08
67,0.00018775685344747705
68,0.00016051639860981769
69,0.09118408786201744
70,0.0001481380784929468
71,0.00021835921428871828
72,1.1334409116408916e-05
73,0.03079294435157293
74,3.4404181192195136e-09
75,2.827235027046352e-05
76,0.0003545837139962094
77,0.00018690641754269145
78,0.0016281742214238133
79,7.805558028047145e-06
80,0.00011562258593583873
81,2.0695922050126288e-05
82,4.3451256241626856e-05
83,3.0720299121210414e-08
84,0.23181486189097789
85,1.1908359611510719e-05
86,4.439014692710608e-07
87,0.0012846899269051014
88,0.0006112119029678738
89,0.00032727996590290647
90,0.017340508780981576
91,0.00012620421962696872
92,9.609876064610884e-06
93,0.008169376519851479
94,0.0009081110596695671
95,0.03857208743050384
96,2.3135419014314218e-08
97,9.55546518661256e-05
98,7.342055279886549e-05
99,2.1284354213311146e-05
100,8.928559136172712e-05
101,0.0006246634671865214
102,0.07008987681347041
103,0.0023061218496664053
104,0.002292395658910584
105,3.5658788403659842e-06
106,0.00029775816144318875
107,0.00036653583117411285
108,1.7356334587586154e-05
109,1.8186086206730378e-05
110,7.632877324937052e-05
111,0.0001433657229183442
112,2.659011491777393e-07
113,0.01511950608703977
114,6.912215725265672e-06
115,0.00026749201414846867
116,0.0008316020931879337
117,0.001400720136981615
118,0.004418377742736589
119,0.010179950981641425
120,0.00012023665697600644
121,3.629504943475332e-05
122,8.336800116705202e-05
123,0.00028390030253740264
124,1.8268617141653413e-06
125,0.0018620350258248199
126,2.9365143081272614e-07
127,7.560511214990153e-09
128,0.0003686749744687223
129,0.0030058684089454817
130,0.0012955523498251699
131,0.01266315818705409
132,0.0006246597590589366
133,0.0008852508093941851
134,1.4056631425548416e-06
135,7.940040078174158e-06
136,2.8840471971772254e-05
137,0.0003396736413073094
138,0.001769203483974123
139,6.393964027558657e-07
140,0.0005947060937072027
141,2.4174534198566873e-09
142,0.00030142893759479533
143,0.0003142205517679103
144,0.0008948713829938217
145,3.4404181192195136e-09
146,0.012247734751706221
147,0.000409647050904256
148,0.0005164623274401738
149,0.00043562029711820364
150,0.06069413207412858
151,2.02195132194259e-06
152,0.029460110748547826
153,0.0016638230325318353
154,0.0025267337261644027
155,1.703685031989542e-05
156,5.7922836601389204e-05
157,7.493101863912364e-05
158,2.8840471971772254e-05
159,8.576792650117901e-07
160,8.336800116705202e-05
161,0.0012303778039816746
162,5.3907581311966246e-05
163,0.00011296494027287326
164,0.0011012141803414153
165,8.63784735463574e-08
166,1.9814528593588395e-05
167,0.003957872228780916
168,0.00043562029711820364
169,0.00040294218656190134
170,0.0002158532155947805
171,0.0008263866845778492
172,0.0001394683658433936
173,6.173009886805073e-05
174,0.00019364386359417516
175,0.13328586794545744
176,0.0006229706814891436
177,0.005851688603719567
178,1.936131316676066e-07
179,2.3653786152343438e-05
180,9.251917365737193e-05
181,0.0007619312865561455
182,0.05222181232405505
183,0.00013002312637511618
184,5.066571278142101e-06
185,0.00023051936530504665
186,2.6920668804154588e-05
187,1.7405697372405179e-06
188,5.54269173570373e-07
189,0.001093010214024551
190,1.594119633976906e-05
191,0.00035490505972279635
192,0.0004191660176983437
193,0.000699457534212571
194,0.028938515290284385
195,0.0003709771638386826
196,2.695121005016089e-09
197,0.00021794150264148129
198,0.0014895667386158294
199,0.004704624203823576
200,6.306895961011466e-06
201,7.977108387217062e-06
202,0.022357690675855028
203,2.9365143081272614e-07
204,0.002037580728929876
205,0.0022825614636940114
206,1.0790248457654949e-09
207,3.237526156070391e-05
208,0.0570981021656154
209,1.0604076997540124e-05
210,0.0019155278343597059
211,0.0003517529686615804
212,0.009040658633891975
213,3.615413459649233e-05
214,0.017233827928187104
215,0.05456672145292453
216,0.0013208168161136045
217,0.020635375670891496
218,0.00040294218656190134
219,0.004833412031417232
220,0.0004126445262499377
221,0.0005705372619311508
222,0.00033596675401414706
223,0.016151363144057525
224,0.00040294218656190134
225,0.029977405979603713
226,0.003429039230977135
227,0.00041844919727766723
228,2.3645000340805856e-05
229,9.821790452898795e-05
230,0.0003436385420000148
231,2.7272533128604882e-06
232,4.7096926612868254e-05
233,3.420165598838878e-05
234,0.009205491301837973
235,1.869227634008197e-05
236,0.004181513481238902
237,0.00041691267139649485
238,0.0006246597590589366
239,8.336800116705202e-05
240,0.002789745906129237
241,5.066571278142101e-06
242,6.837283908236984e-08
243,3.268203690320424e-08
244,5.711841102797739e-05
245,4.6226546268739554e-05
246,1.453681468311061e-06
247,0.04396816007287833
248,9.93671913408365e-05
249,1.923334379215143e-06
250,6.275284350522819e-05
251,0.0776769688441004
252,0.00018876903116285196
253,2.9409447162656244e-05
254,0.029977405979603713
255,6.024442804577018e-05
256,1.8402403265329668e-09
257,0.0025221315719073777
258,0.003887948164203589
259,0.0012977821173688518
260,0.027316884442243776
261,3.9867011964987225e-05
262,0.0570981021656154
263,6.0749403958058116e-05
264,0.00043562029711820364
265,0.0007368019352117647
266,1.6704619632763122e-06
267,1.2938546485175e-12
268,8.115622002207752e-06
269,0.0002545491940338963
270,9.492114598444901e-05
271,1.2481599877855744e-05
272,0.0003767054433351753
273,3.192425816443094e-05
274,0.0009420361084467529
275,0.00162989811769847
276,5.611484044945772e-08
277,0.00037122608912757153
278,0.009399493633328747
279,9.152571995264106e-06
280,0.0008052493951855367
281,6.663042744454145e-06
282,0.00044242543956255783
283,0.0006076132134504137
284,3.1630496224832355e-06
285,3.599805570625022e-05
286,1.3306871753956275e-09
287,0.000473439357325694
288,1.3489683529618312e-06
289,0.0001829991420598147
290,5.0422266007730875e-06
291,0.06413636147785219
292,0.00038521015036146414
293,0.0014762155021758347
294,3.23168972868171e-05
295,7.874978564023032e-05
296,7.163624531484585e-05
297,5.8694325401731653e-05
298,4.298258796164604e-08
299,1.8521592715613184e-07
300,7.630984057167042e-05
301,5.0422266007730875e-06
302,5.989195834692189e-06
303,6.955074212821783e-08
304,0.013218004172394418
305,0.0937019990747347
306,2.900162880188882e-05
307,0.0009521654637978754
308,0.0013114029978693576
309,0.0006905992116654792
310,6.351844653009436e-05
311,0.002030882712683137
312,0.0073508696239192005
313,0.005932629446836894
314,5.994584977618608e-05
315,1.465655437096856e-05
316,1.3681488289030722e-06
317,0.0014169098110708882
318,6.213294254130943e-05
319,3.1296789034906355e-05
320,1.1292473048284863e-06
321,0.001420418594646491
322,9.98846886412083e-05
323,0.00010243747884469233
324,0.012530110005535472
325,0.0059026544255456675
326,0.0018740735713075544
327,4.2557011182901135e-05
328,0.002388467040313251
329,8.336800116705202e-05
330,1.049185085024045e-05
331,0.013576898255706968
332,0.013056866228008269
333,0.18559643516075977
334,1.9162912934289886e-05
335,0.00018931545633711007
336,0.0011147333363570342
337,0.022412264165157396
338,0.013353032735431434
339,2.490257517325128e-05
340,0.0013975770758159266
341,6.483384061056147e-06
342,0.0015469103411738286
343,0.0006118499015700816
344,0.0035436046416141387
345,0.000980661983966237
346,0.002911701967137661
347,0.42422960605323456
348,2.4943952385681103e-05
349,1.0140589842034218e-06
350,0.00505175797112221
351,0.0003175867655801551
352,0.014487706572933698
353,0.014099077891884861
354,0.00021720941811824126
355,0.002712271744656135
356,0.0025216763287709875
357,3.8984746122903185e-05
358,3.4404181192195136e-09
359,0.04396816007287833
360,4.502291107528352e-06
361,0.06998097262306137
362,0.03857208743050384
363,0.0008906026713694879
364,0.025212708988434987
365,4.7287800047854564e-09
366,4.856913422699021e-09
367,2.0530492259478763e-08
368,0.0016260215585472734
369,0.0023858159068728376
370,0.00014366389938403682
371,0.0006246597590589366
372,8.692720213785277e-06
373,5.774760702707704e-08
374,5.996486028411527e-09
375,0.000538235913249909
376,0.0011454001882955187
377,5.760024674230914e-05
378,1.4602557073761194e-08
379,7.779294524900605e-06
380,0.0003686749744687223
381,0.00018931545633711007
382,0.0013204918372610461
383,3.297310049849443e-06
384,0.0010949689288386436
385,0.0005941602600823697
386,7.657150974475836e-05
387,0.0002870388160987251
388,0.0007139393192650547
389,3.580009590453824e-05
390,0.0004156488049022998
391,4.555949737568527e-07
392,0.00012607840445773478
393,0.0006246597590589366
394,2.2430776959324387e-06
395,0.00014675075309233035
396,8.335625622348616e-05
397,1.6417940587270744e-06
398,8.88328608770483e-05
399,7.456729812443525e-09
400,9.45366342350192e-06
401,2.523582430128403e-08
402,2.4165211142334167e-05
403,1.1182812212875001e-05
404,0.08683151250625014
405,4.978853831402651e-05
406,0.0075804041954507986
407,0.0008738754870874188
408,2.2430776959324387e-06
409,0.0010349296096749507
410,2.2210968527163762e-05
411,1.782358192003279e-05
412,0.0005981992225303844
413,0.0004250467924997959
414,1.3885493464067443e-08
415,2.143190500005371e-09
416,0.0013984672606388465
417,0.0012303633566401104
418,2.7895641983186375e-08
419,2.2346086721144024e-07
420,4.7448413344951606e-05
421,0.0007646347806701118
422,0.0006246597590589366
423,2.3135419014314218e-08
424,0.00017663230998325684
425,1.8665689538352065e-08
426,0.9203043442987874
427,1.97468370816355e-06
428,1.878752021868729e-09
429,0.07319348843597223
430,8.336800116705202e-05
431,5.066571278142101e-06
432,0.003785781434905278
433,2.6160571496823216e-06
434,0.00026606883691933006
435,0.00020094169699724548
436,0.00013521920113816066
437,0.0018236514041471627
438,0.001408586115956168
439,0.0014572845399378404
440,1.129320042403348e-09
441,0.00037161983171848755
442,3.6787939308614686e-05
443,2.9870752889743917e-05
444,0.00023513856353308058
445,0.005361639243903589
446,0.0006659587534303045
447,4.065378872116491e-06
448,0.02522973948225076
449,0.005492146147466992
